,Tweet,User - Location,User - Followers,Classificacao,Sentimento,NaiveBayes
1053,arrecadaca melhor desempenh novembr seil ano marcel camargo/agenc brasil,PICOS  PIAUÍ   BRASIL,2231,Positivo,1,Positivo
2293,palavr remet cois tao boa vov pao queij delic pass etc par nom instituica tao diabol quant,,165,Negativo,0,Negativo
696,fiz compr envi not fiscal val men ja ped var vez refeit respost fac denunc formal,"Ijuí, Brasil",41,Neutro,2,Neutro
2856,melhor us jogu ne amiga ofens favor artifici ignor,,9,Neutro,2,Neutro
2352,val lembr dinh n vai volt contabil junt demal est ai sim repart sej dess 8 bi volt val men fal cust tda estrut mont corr atend alt demand paci,"São Paulo, Brasil",76,Neutro,2,Neutro
1302,parab,,435,Positivo,1,Positivo
2192,sim ment,,606,Negativo,0,Negativo
2409,exvic e agor fat prefeit goian pastor evangel declar ter 90 patrimoni deix aqu lament pov bel cidad,Cinturão de Van Allen,4256,Neutro,2,Neutro
2774,ai recuper recib irpf ano pass recuper precis acess ecac precis que recib ano pass pi voc,"São Paulo, Brasil",46,Negativo,0,Negativo
1509,atenca bom investig aplicaco financ dess cidada membr antagon poi pod ser utiliz notic fals manipul bols val investig,"Rio Grande do Sul, Brasil",3477,Neutro,2,Neutro
1815,#restituica abr nest tercaf 22 10h consult lot resid restituica irpf me dez/2020 credit bancari 202 388 contribuint ser realiz 30/12 totaliz 354 milho consult #irpf,"Brasília, DF, Brasil",691729,Positivo,1,Positivo
1770,#facil implement impugnaca malh irpf internet contribuint pod entreg defês notificaca lanc decorr malh fiscal inte ecac saib mais #def #malhafisc #rfb #ecac #serv,,691,Positivo,1,Positivo
1555,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,,30,Positivo,1,Positivo
273,oi poss par pag impost,Brasil 𓇼𓆉 ⧖ ᱬ ⍟⃝    🍂🍁,751,Negativo,0,Negativo
2813,vou ped socorr unicorni,"Sao Paulo, Brazil",25650,Negativo,0,Negativo
495,vigmt+01 00 dataopenfil if you need assistanc with processing request or if you hav any questiom regarding the statu of request you may contact the foi request serv cent frsc at 2022618484 u s department of stat freedom of information act foi,"New York, NY",12,Neutro,2,Neutro
651,deix compr bagulh chin desgrac,,3,Negativo,0,Negativo
978,#us | agor certific #icpbrasil pod ser utiliz contribuint contest val malh fin contestaca dev ser feit mei ecac,,393,Positivo,1,Positivo
3040,restituica exercici 2018 malh fin,,0,Negativo,0,Negativo
1942,grup repressa alfandeg viracop grep consegu alcanc result express combat contrab desc traf entorpec segund semestr 2020 saib mais #receitafeder #adu #apreensa,Brasil,285,Positivo,1,Positivo
1874,rfb sao paul apreend me dezembr divers tip drog outr produt nociv saud apreenso ocorr recint importaca exportaca correi saib mais #receitafeder #adu #apreensa,,5737,Positivo,1,Positivo
2389,vid adult bat port lid tramit procon,,80,Neutro,2,Neutro
2510,falt estada apont abin produz doi relatori detalh funcion supost organizaca crimin que segund defês flavi feit devass dad fiscal sen,Campinas SP,7380,Negativo,0,Negativo
2721,algu soluca problem desd sext feir consegu ger q venc quart feir 20/01,,13,Negativo,0,Negativo
2671,cont compet contribuint log possi ir dar atenca vc pag impost talv dia 21,Brazil,178,Negativo,0,Negativo
1546,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,Brazil,203,Positivo,1,Positivo
1463,apreend quas 3 tonel cocain port sant litor sp drog escond carg bobin alumini lev holand mai apreensa cocain ja feit local,"Brasília, Brasil",3197,Positivo,1,Positivo
1296,parab,,5038,Positivo,1,Positivo
2166,vai tom cu detran 1000 real ipv vc enfi dinh rab band incompet,"João Monlevade, Brasil",487,Negativo,0,Negativo
1215,patrimoni declar ces mai min crim fiscal 83 mil mor barril chav pal nunc dar cert,,899,Neutro,2,Neutro
2879,kkkkkkkkkkkkkkkkkk lamb beic qd abr porta,"Paraná, Brasil",757,Neutro,2,Neutro
971,#globolix proposit process dol dol denunci irma mar compr cerc 80 milho real pag 1 centav impost process investig contrataca artist apresent pag dev impost,,81,Negativo,0,Negativo
328,ajud ae humild,,338,Neutro,2,Neutro
2522,quer abr micr empresam sit so err aqu campin func com resolv,,248,Negativo,0,Negativo
2506,ja pass hor investig fortun dess camar,,15,Negativo,0,Negativo
457,deix sugesta anot agradec,Brasil,1095,Neutro,2,Neutro
1497,sab pendenc relat cpf pod ser regular grac canal virtual cas opt red conveni banc brasil caix econom feder correi cartori cust apen 7,Uberlândia,2100,Positivo,1,Positivo
1807,#restituica abr nest tercaf 22 10h consult lot resid restituica irpf me dez/2020 credit bancari 202 388 contribuint ser realiz 30/12 totaliz 354 milho consult #irpf,Brasil,334,Positivo,1,Positivo
1496,sab pendenc relat cpf pod ser regular grac canal virtual cas opt red conveni banc brasil caix econom feder correi cartori cust apen 7,"Salvador, Brasil",5267,Positivo,1,Positivo
1281,parab,Brasil,23032,Positivo,1,Positivo
2266,am deu lib funk eh so bonec cabecud indefes,mg,1236,Negativo,0,Negativo
43,ah,"Canoas, Brasil",205,Neutro,2,Neutro
806,tax log pat magret 6 7 jesu am pag fac cheg ant ano nov possi,,220,Negativo,0,Negativo
2253,aguent entr sit correi ver nad mud vou process,Ireland,275,Negativo,0,Negativo
2291,palavr remet cois tao boa vov pao queij delic pass etc par nom instituica tao diabol quant,"Rio de Janeiro, Brasil",89,Negativo,0,Negativo
1662,#balanc | gued prim combat cam + vulnera populaca fic disposica imped exportaca produt precisav us ventil pulmon reduz tarif 500 produt medic hospital,sao paulo brazil,959,Positivo,1,Positivo
764,precis sup ajud,"Belo Horizonte , Minas Gerais",292,Neutro,2,Neutro
199,dev public internet usa mei irregul,P* que nos pariu.,34,Neutro,2,Neutro
3001,port simpl nacion part emissa que venc dia 20/01 vai fic ar ate dia desd seman retras ruim seman pass ca cao par vez pod resolv favor,Brasil,532,Negativo,0,Negativo
748,parab integr rf viracop voc fiz melhor moment agil faz enorm diferenc vid milho brasil,,14,Positivo,1,Positivo
1370,correca pendenc relat #cpf gratuit internet ou cas contribuint opt utiliz red conveni cartori cust 7,"Bahia, Brasil",229,Positivo,1,Positivo
2861,ola daniel simpl nacion suport diret,Brasil,21066,Neutro,2,Neutro
1935,mudanc ating apen empr obrig declaraca debit credit tributari feder previdenciari outr entidad fund dctfweb saib mais #receitafeder #servicosger #gfip,"Brasília, Brasil",184,Neutro,2,Neutro
2333,temp atras vacinaca filh vai pression feder cas abin sai foc pod ver faz tud atras mais,,126,Neutro,2,Neutro
897,instituico est send us fim particul absurd nunc ouv hist brasil,Zona Leste São Paulo,1591,Negativo,0,Negativo
2855,quer pov morr qualqu hj dia possu cpf outr,Cameroon,2276,Neutro,2,Neutro
1376,correca pendenc relat #cpf gratuit internet ou cas contribuint opt utiliz red conveni cartori cust 7,Brasil,335,Positivo,1,Positivo
965,#crimedareceitafeder caminh confirm sr,"Rio Grande do Sul, Brasil",2118,Negativo,0,Negativo
2423,olh q louc polic feder mpf usa convers traf ileg mad cont cresc apreenso mad brasil ta falt algu ai ah conden proib ibam viaj,,60,Neutro,2,Neutro
2552,sinc ent so sei q raiv,Neverland,224,Negativo,0,Negativo
410,parab est roub mais engrac,"Minas Gerais, Brasil",71,Negativo,0,Negativo
1591,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,"Melbourne, Australia",2410,Positivo,1,Positivo
2496,ja dit inter tra control gast,,11,Negativo,0,Negativo
1347,exm sr sanitar maierovitch fiocruzfalandomed gf uol glob gent process pannunzi presid #hidroxicloroquin #covid19,,447,Neutro,2,Neutro
709,ja comec investig crefis,"São Paulo, Brasil",54,Negativo,0,Negativo
2961,atual to trabalh so estud,"Pará, Brasil",5826,Neutro,2,Neutro
962,#corinth doi ano club est pag fgt funcionari corinth,"Springfield,    AC⚡DC  ",4806,Neutro,2,Neutro
466,n,SP - Brazil,490,Neutro,2,Neutro
2655,circul whatsapp vide hom afirm pix form control soc ja banc centr acess informaco detalh compr brasil conf #agencialup #pix #bancocentr,Rio de Janeiro,39,Neutro,2,Neutro
312,particip banc #rodav brun pae mans nucle estud violenc usp saib mais,Brasil,330,Neutro,2,Neutro
2381,\\\\\\bolsonar revanch perseg deleg ped demissa est frent cris 2a ond covid faz maldad camar am prox,,0,Neutro,2,Neutro
116,ola desculp algum desconfort agenc questa inform dm resolv la,Rio Grande do Sul,14741,Neutro,2,Neutro
272,denunc dol solt compr milho dol mar pag 1 centav impost,,81,Neutro,2,Neutro
395,dig pirat,,1532,Positivo,1,Positivo
2135,olh ali atr hom ult liv presid camis brasil mostr cicatriz coraca mandett decapit ue mandett pod tir mulh claqu favor foc brasil fatur 1 milha blogu,"Orlando, FL",476,Neutro,2,Neutro
831,outr cois aparelh orga est nixon acab lev renunc assist film tod hom presid aqu brasil pi anuenc congress stf bolsonar faz q faz sab q blind,SP - Brazil,486,Negativo,0,Negativo
1139,so quer fal afim resolv pendenc sujeit cpf por ta facil roub banc,,337,Negativo,0,Negativo
1905,correca gratuit internet cust 7 real cas contribuint opt utiliz red conveni banc brasil caix econom correi cartori saib mais #receitafeder #cpf #atend,,930,Positivo,1,Positivo
2818,vou par declar impost rend vou beb tud,Brazil,1680,Negativo,0,Negativo
49,parab feliz aniversari,"Belo Horizonte, Brasil",582,Positivo,1,Positivo
445,correca tabel ja #correcaodatabelaj,,3,Negativo,0,Negativo
2771,agor consegu tamb,"Teresina, Brasil",94,Negativo,0,Negativo
1527,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,"São Paulo, Brasil",321,Positivo,1,Positivo
1695,pf junt deflagr 79a fas #lavajat denomin vernissag nest fas investigaco esta concentr esquem compr obr art lav capit oriund pag propin,"São Paulo, Brasil",5823,Positivo,1,Positivo
1552,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,,182,Positivo,1,Positivo
2495,possi fac compr internac val men fal lei n1804/80 art 2 voc cobr impost iss trabalh ja bem lent apart tud gost roub pesso pess serv,"Sao Paulo, Brasil",280,Negativo,0,Negativo
2811,ond gent olh saud educaca cas olh arrecadaca estrag tud fal tant pt vao deix estrag bem mai nad func #zonafeder,,2660,Negativo,0,Negativo
3041,send respons fiscal red soc vao deix cois cheg pont censur presid acontec usa pod plataform brasil virars contr pov brasil dit verdad nao,,345,Negativo,0,Negativo
1119,eae atualiz sistem cobr outr rap ne hor atual sistem dem lesm,,512,Negativo,0,Negativo
2388,velh ta desesper dinh bat port,El Dorado,646,Neutro,2,Neutro
2065,flavi bolsonar advog tre reunio ped dad ate aparelh,,1117,Negativo,0,Negativo
2039,flavi bolsonar advog tre reunio ped dad ate aparelh,"Cotia, Brasil",2189,Negativo,0,Negativo
1642,#atend | inform pendenc relat cadastr pesso fisic cpf pod ser regular mei canal virtual atend vem sab mais,Brasil,3462,Positivo,1,Positivo
812,trabalh arrum sistem voc ta verd cao obrig,,170,Negativo,0,Negativo
1897,aca fiscalizaca acontec ambit operaca escud apreend 320 mil mercad saib mais #receitafeder #adu #operacaoescud,Estados Unidos,550,Positivo,1,Positivo
377,adiant banc barr pesso absurd esta fal cart envi err,Brasil,557,Negativo,0,Negativo
2382,mercad condu passag direcion feder foz iguacu proced pertin,Foz do Iguaçu - PR,2657,Neutro,2,Neutro
1271,parab,Natal,3589,Positivo,1,Positivo
2189,carg tribut men problem burocrac complicaca quant informaco declaraco ser fornec mens feder estad municip complic pi tud mau uso dinh publ,"Brasília, Brasil",1007,Negativo,0,Negativo
1493,sab pendenc relat cpf pod ser regular grac canal virtual cas opt red conveni banc brasil caix econom feder correi cartori cust apen 7,,1677,Positivo,1,Positivo
3017,cad program carn lea 2021,"Rio de Janeiro, Brazil",98,Negativo,0,Negativo
1615,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,Brasil,387,Positivo,1,Positivo
2392,profiss atu aeroport prest serv peric mercad import export alfandeg aeroport viracop realiz credenc perit auton vej particip seleca,"Irati, Brasil",13337,Positivo,1,Positivo
1175,pass ladra tir presid empr vend lobby ver orig des fortun,"Coral Springs, FL",12332,Positivo,1,Positivo
967,#crimedareceitafeder caminh confirm sr,"Rio Grande do Sul, Brasil",2122,Negativo,0,Negativo
396,vou perturb ate ser atend pq possi arrisc vid ind agenc obt simpl retorn,"Natal, Rio Grande do Norte ",239,Negativo,0,Negativo
1,jean tu mor ai prox cont sim iss papitu eldor muit dificil mesm,,38,Neutro,2,Neutro
447,olh reform previdenc soc realiz fhc boz gued ve aplaud condecor congress corrupt menos sociedad corrupt encherg pov brasil tod,,4,Neutro,2,Neutro
2540,caralh hom program discovery sao gost arr,"Curitiba, Brasil",472,Negativo,0,Negativo
1879,rfb sao paul apreend me dezembr divers tip drog outr produt nociv saud apreenso ocorr recint importaca exportaca correi saib mais #receitafeder #adu #apreensa,RIO  DE JANEIRO,364,Positivo,1,Positivo
1529,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,Brasil,3576,Positivo,1,Positivo
2517,pergunt ofend afinal aind continu pj pag menos impost rend enfrent feder,,2009,Negativo,0,Negativo
687,busc atend via sit presenc resolv pendenc dificil consig nenhum tip atend pq problem ser brasil aguard retorn ajud,,667,Negativo,0,Negativo
1639,pal bolsonar soneg dia 15 jan ha atualizaca app carn lea 2021,,11,Negativo,0,Negativo
2769,cumpanh cumpanh simpl assim jus func assim cumpanh pod pag process arquiv coloc pedr cim process pag pouc client direit hab corp,fortaleza. city natal cedro-ce,10992,Negativo,0,Negativo
1704,pf junt deflagr 79a fas #lavajat denomin vernissag nest fas investigaco esta concentr esquem compr obr art lav capit oriund pag propin,"Brasília, Brasil",5921,Positivo,1,Positivo
2157,tud bem fim ano func ai,"Curitiba, Brasil",1652,Negativo,0,Negativo
1408,comec ano cans,,18397,Positivo,1,Positivo
2705,simpl nacion problem ta hor arrum joc,Brazil,178,Negativo,0,Negativo
2727,ai hor vou pod ger venc ta prox,Brazil,178,Negativo,0,Negativo
2598,sit merd,Bokinha City,403,Negativo,0,Negativo
862,parab govern,France,445,Positivo,1,Positivo
1161,crimin intervenca urgent necess cidada manau ests send assassin exist trat preven,"Brasília, Brasil",4064,Neutro,2,Neutro
2045,flavi bolsonar advog tre reunio ped dad ate aparelh,,2981,Negativo,0,Negativo
2687,estrag ja pi retorn temp idad med,,2660,Negativo,0,Negativo
2078,hoj tod serv govern cort mai min coniv tud aind fal instituico brasil sao fort pal pi pront,,175,Negativo,0,Negativo
732,oi receit gost tir duvid voc beb risc mort falt medic ja compr so esper autorizaca rad ser envi pro brasil voc ate hoj der autorizaca faz,Ouro Preto - MG,528,Negativo,0,Negativo
1608,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,,172,Positivo,1,Positivo
1494,sab pendenc relat cpf pod ser regular grac canal virtual cas opt red conveni banc brasil caix econom feder correi cartori cust apen 7,Natal - Rio Grande do Norte,9483,Positivo,1,Positivo
2745,send respons fiscal red soc vao deix cois cheg pont censur presid acontec usa pod plataform brasil virars contr pov brasil dit verdad nao,,327,Negativo,0,Negativo
1698,pf junt deflagr 79a fas #lavajat denomin vernissag nest fas investigaco esta concentr esquem compr obr art lav capit oriund pag propin,,761,Positivo,1,Positivo
2041,flavi bolsonar advog tre reunio ped dad ate aparelh,,594,Negativo,0,Negativo
775,dem fiscal importaca ja 10 dia ta fiscalizaca ning merec serv arrast,she/her,273,Negativo,0,Negativo
325,alo quer cad correca tabel impost rend pesso fisic,"São Bernardo do Campo, Brasil",1233,Negativo,0,Negativo
1111,impressa program declar impost rend 2021 pess visual tosc,Brasil,1365,Negativo,0,Negativo
142,tud possi problem pessoal judiciari pod ser investig etc advog tamb a$$im fic facil confi palavr qualqu poli corrupt,fortaleza. city natal cedro-ce,11027,Neutro,2,Neutro
314,pass aqu paraben seriedad trat covid ja govern fing nad acontec parab govern presid gast carta corpor,,2198,Neutro,2,Neutro
1059,bitcoim x capit soc doi lad moed acab autor integralizaca capit soc criptomoed ja consider ativ financ volatil pont atenca lei #bitcoin,"Brasil, São Paulo",3313,Positivo,1,Positivo
1778,#receitafeder #apreensaohistor #sant #acoesdareceit #areceitafederalnaop,Brasil,2444,Positivo,1,Positivo
2553,govern deix pesso deficienc grup prioritari vacin contr covid19 promot receit feder forc arm quer prior,Brasil,202,Neutro,2,Neutro
